ticket_id,customer_id,date,category,severity,resolution_time_hours,satisfaction_score,related_order_id,escalated
TKT-00238,C-1518,2026-07-08,delivery,critical,78,3,ORD-4856,True
TKT-01665,C-1190,2026-07-08,delivery,critical,51,1,ORD-4648,True
TKT-01518,C-2702,2026-07-08,delivery,critical,52,1,ORD-8508,True
TKT-00669,C-4191,2026-07-08,delivery,medium,41,3,ORD-8640,False
TKT-01306,C-3998,2026-07-08,delivery,critical,50,1,ORD-3475,True
TKT-01838,C-0775,2026-07-08,technical,low,10,5,ORD-8362,False
TKT-00744,C-1205,2026-07-08,delivery,medium,12,3,ORD-6535,False
TKT-01025,C-0136,2026-07-08,delivery,high,101,3,ORD-6134,False
TKT-00778,C-4986,2026-07-08,delivery,high,90,1,ORD-7239,True
TKT-01369,C-3317,2026-07-08,technical,high,111,3,ORD-5195,False
TKT-00313,C-0542,2026-07-08,billing,high,65,1,ORD-3561,True
TKT-01820,C-0686,2026-07-08,technical,medium,0,4,ORD-5237,False
TKT-00386,C-1062,2026-07-08,delivery,high,56,2,ORD-4700,True
TKT-01175,C-1667,2026-07-08,billing,critical,54,1,ORD-6980,True
TKT-01680,C-1622,2026-07-08,technical,critical,53,1,ORD-7425,True
TKT-00641,C-2662,2026-07-09,delivery,critical,91,1,ORD-6512,True
TKT-01546,C-4021,2026-07-09,delivery,medium,21,1,ORD-2315,True
TKT-01329,C-2480,2026-07-09,billing,high,90,2,ORD-1113,True
TKT-01157,C-1411,2026-07-09,service,medium,13,5,ORD-3739,False
TKT-00625,C-3435,2026-07-09,technical,high,50,1,ORD-9881,True
TKT-01980,C-0153,2026-07-09,technical,critical,104,3,ORD-4945,True
TKT-01142,C-3227,2026-07-09,delivery,high,67,1,ORD-2444,True
TKT-01604,C-3967,2026-07-09,delivery,low,27,4,ORD-5525,False
TKT-01687,C-0491,2026-07-09,delivery,critical,88,1,ORD-6486,True
TKT-01508,C-2372,2026-07-09,delivery,low,52,1,ORD-6040,True
TKT-00786,C-1610,2026-07-09,billing,medium,7,3,ORD-9911,False
TKT-01560,C-4712,2026-07-09,service,high,65,1,ORD-3393,True
TKT-01394,C-4626,2026-07-09,delivery,medium,5,4,ORD-2507,False
TKT-00325,C-0776,2026-07-09,delivery,medium,3,5,ORD-1854,False
TKT-01116,C-1721,2026-07-09,delivery,high,87,1,ORD-3570,True
TKT-00145,C-2362,2026-07-09,billing,critical,76,1,ORD-5718,True
TKT-00577,C-3072,2026-07-09,service,low,2,3,ORD-2119,False
TKT-00507,C-1010,2026-07-09,technical,critical,60,3,ORD-7794,True
TKT-00513,C-0717,2026-07-09,service,high,55,1,ORD-7036,True
TKT-00833,C-3702,2026-07-09,billing,critical,83,2,ORD-1560,True
TKT-00564,C-3092,2026-07-09,delivery,low,7,3,ORD-4597,False
TKT-01616,C-4199,2026-07-10,service,low,41,4,ORD-3575,False
TKT-00740,C-3267,2026-07-10,billing,medium,37,5,ORD-7919,False
TKT-00739,C-0597,2026-07-10,technical,high,55,2,ORD-6813,True
TKT-01187,C-2159,2026-07-10,technical,critical,55,2,ORD-9002,True
TKT-01005,C-1857,2026-07-10,quality,medium,23,3,ORD-6127,False
TKT-00803,C-0473,2026-07-10,billing,low,11,4,ORD-4930,False
TKT-00597,C-1349,2026-07-10,delivery,critical,61,2,ORD-3616,True
TKT-01776,C-4790,2026-07-10,service,medium,17,3,ORD-4482,False
TKT-00481,C-3713,2026-07-10,billing,critical,50,1,ORD-6528,True
TKT-01530,C-3666,2026-07-10,quality,medium,12,3,ORD-7190,False
TKT-01326,C-0703,2026-07-10,delivery,high,58,2,ORD-9500,True
TKT-01349,C-4365,2026-07-10,technical,medium,9,5,ORD-7390,False
TKT-01671,C-3003,2026-07-10,quality,high,59,2,ORD-7756,True
TKT-01438,C-1745,2026-07-10,delivery,high,48,1,ORD-9623,True
TKT-00144,C-1850,2026-07-10,quality,low,10,5,ORD-6974,False
TKT-01849,C-4756,2026-07-10,delivery,low,14,2,ORD-5708,True
TKT-01706,C-0300,2026-07-10,billing,high,50,3,ORD-9318,False
TKT-00067,C-1411,2026-07-10,service,medium,36,2,ORD-7237,True
TKT-01123,C-2171,2026-07-10,delivery,low,3,3,ORD-9645,False
TKT-00519,C-3477,2026-07-10,quality,high,116,2,ORD-3622,True
TKT-00273,C-3618,2026-07-10,delivery,medium,43,5,ORD-3676,False
TKT-01084,C-3516,2026-07-10,service,critical,51,3,ORD-6553,True
TKT-00574,C-0672,2026-07-11,service,high,49,2,ORD-1062,True
TKT-01152,C-3817,2026-07-11,quality,high,51,1,ORD-9308,True
TKT-01446,C-4791,2026-07-11,technical,low,13,4,ORD-6158,False
TKT-01527,C-3725,2026-07-11,service,low,51,2,ORD-3773,True
TKT-01571,C-4005,2026-07-11,technical,low,9,4,ORD-8908,False
TKT-00319,C-1047,2026-07-11,service,critical,58,3,ORD-7206,True
TKT-01568,C-1303,2026-07-11,delivery,medium,41,3,ORD-3513,False
TKT-00943,C-2282,2026-07-11,delivery,high,117,1,ORD-7539,True
TKT-00933,C-4326,2026-07-11,technical,medium,12,5,ORD-4013,False
TKT-01989,C-3317,2026-07-11,technical,medium,79,1,ORD-2777,True
TKT-01920,C-1592,2026-07-11,technical,medium,0,3,ORD-6823,False
TKT-01267,C-3255,2026-07-11,quality,high,119,1,ORD-6214,True
TKT-00168,C-0809,2026-07-11,billing,low,3,3,ORD-2653,False
TKT-01953,C-2367,2026-07-11,billing,high,57,2,ORD-8807,True
TKT-01158,C-1470,2026-07-11,billing,critical,61,1,ORD-9174,True
TKT-00161,C-3446,2026-07-11,delivery,critical,84,1,ORD-6185,True
TKT-00075,C-0030,2026-07-11,service,medium,41,5,ORD-7406,False
TKT-00540,C-2798,2026-07-11,delivery,high,60,2,ORD-5874,True
TKT-00407,C-0620,2026-07-11,delivery,high,85,1,ORD-8777,True
TKT-00742,C-3448,2026-07-12,billing,high,78,1,ORD-9324,True
TKT-00600,C-1761,2026-07-12,technical,critical,71,2,ORD-8534,True
TKT-01702,C-4257,2026-07-12,service,medium,3,4,ORD-9783,False
TKT-01104,C-4908,2026-07-12,technical,critical,59,1,ORD-8268,True
TKT-00917,C-0129,2026-07-12,technical,critical,124,1,ORD-6200,True
TKT-01780,C-1222,2026-07-12,quality,low,13,2,ORD-6695,True
TKT-00984,C-2570,2026-07-12,technical,low,16,3,ORD-1090,False
TKT-01131,C-0514,2026-07-12,billing,low,33,5,ORD-9064,False
TKT-00277,C-0230,2026-07-12,service,low,43,5,ORD-2808,False
TKT-00472,C-2447,2026-07-12,technical,high,80,1,ORD-4734,True
TKT-01598,C-1444,2026-07-13,quality,low,22,3,ORD-9044,False
TKT-00391,C-3758,2026-07-13,delivery,low,15,2,ORD-3003,True
TKT-01407,C-1619,2026-07-13,delivery,critical,131,2,ORD-3956,True
TKT-01836,C-3572,2026-07-13,technical,critical,52,2,ORD-5411,True
TKT-00856,C-0765,2026-07-13,service,high,50,2,ORD-9870,True
TKT-01234,C-2879,2026-07-13,quality,medium,12,2,ORD-5834,True
TKT-01997,C-0289,2026-07-13,billing,low,81,3,ORD-5724,False
TKT-00019,C-1840,2026-07-13,service,low,2,3,ORD-3395,False
TKT-01096,C-2564,2026-07-13,quality,low,87,1,ORD-7289,True
TKT-01973,C-3005,2026-07-13,delivery,low,1,4,ORD-9771,False
TKT-00337,C-3102,2026-07-13,quality,medium,33,2,ORD-1560,True
TKT-00090,C-0528,2026-07-13,billing,medium,18,4,ORD-5611,False
TKT-01121,C-4179,2026-07-13,service,low,26,4,ORD-6507,False
TKT-00790,C-2163,2026-07-13,technical,medium,9,5,ORD-1892,False
TKT-00189,C-4294,2026-07-13,technical,critical,50,1,ORD-6377,True
TKT-01420,C-1443,2026-07-13,delivery,high,64,2,ORD-5545,True
TKT-00654,C-2251,2026-07-13,service,critical,85,2,ORD-4762,True
TKT-01086,C-1468,2026-07-13,quality,medium,9,3,ORD-4649,False
TKT-00071,C-0953,2026-07-13,technical,high,82,1,ORD-9004,True
TKT-01174,C-1485,2026-07-13,delivery,critical,52,2,ORD-9298,True
TKT-01370,C-1167,2026-07-13,technical,critical,60,1,ORD-7258,True
TKT-01900,C-2932,2026-07-13,quality,medium,3,3,ORD-7416,False
TKT-01045,C-3387,2026-07-13,technical,high,72,3,ORD-4925,False
TKT-01767,C-2426,2026-07-13,technical,medium,148,1,ORD-5348,True
TKT-01656,C-4884,2026-07-13,technical,medium,29,3,ORD-1036,False
TKT-00605,C-4983,2026-07-13,delivery,medium,38,4,ORD-7875,False
TKT-00606,C-4417,2026-07-13,service,high,50,2,ORD-6972,True
TKT-01642,C-0541,2026-07-13,quality,high,68,3,ORD-4358,False
TKT-00981,C-3849,2026-07-13,quality,medium,31,4,ORD-9906,False
TKT-01902,C-1245,2026-07-14,technical,critical,52,2,ORD-2089,True
TKT-00092,C-3813,2026-07-14,quality,low,7,4,ORD-5034,False
TKT-01650,C-4261,2026-07-14,billing,high,50,3,ORD-1645,False
TKT-00059,C-0560,2026-07-14,billing,critical,73,1,ORD-9665,True
TKT-01827,C-1696,2026-07-14,delivery,high,64,2,ORD-7937,True
TKT-01151,C-0618,2026-07-14,billing,high,57,1,ORD-9455,True
TKT-01452,C-4239,2026-07-14,technical,low,69,2,ORD-8083,True
TKT-01277,C-0663,2026-07-14,service,critical,74,2,ORD-4024,True
TKT-01292,C-0061,2026-07-14,delivery,low,7,3,ORD-4558,False
TKT-00162,C-1668,2026-07-14,service,high,94,3,ORD-9709,False
TKT-01343,C-0524,2026-07-14,service,medium,0,3,ORD-5799,False
TKT-01504,C-1394,2026-07-14,service,critical,55,2,ORD-4454,True
TKT-00548,C-2555,2026-07-14,quality,critical,61,1,ORD-3686,True
TKT-00249,C-3961,2026-07-15,billing,high,120,1,ORD-6222,True
TKT-01540,C-3737,2026-07-15,service,high,187,1,ORD-3786,True
TKT-00371,C-2843,2026-07-15,technical,medium,19,5,ORD-7891,False
TKT-00558,C-1024,2026-07-15,delivery,high,57,2,ORD-6621,True
TKT-01495,C-0462,2026-07-15,quality,medium,8,4,ORD-2299,False
TKT-01471,C-4081,2026-07-15,quality,medium,17,4,ORD-3698,False
TKT-01115,C-1031,2026-07-15,quality,low,35,3,ORD-7852,False
TKT-00667,C-2889,2026-07-15,technical,high,57,1,ORD-1586,True
TKT-01291,C-1520,2026-07-15,service,high,68,1,ORD-1020,True
TKT-01907,C-3643,2026-07-15,technical,low,7,3,ORD-4680,False
TKT-00323,C-2185,2026-07-15,delivery,medium,9,2,ORD-5913,True
TKT-00079,C-4444,2026-07-15,service,medium,17,3,ORD-7926,False
TKT-01994,C-0493,2026-07-15,quality,medium,31,5,ORD-5176,False
TKT-00399,C-2983,2026-07-15,quality,medium,1,5,ORD-9693,False
TKT-00528,C-2120,2026-07-15,quality,medium,2,3,ORD-1745,False
TKT-01346,C-1815,2026-07-15,service,low,35,4,ORD-6326,False
TKT-00463,C-2806,2026-07-15,technical,high,65,3,ORD-3551,False
TKT-00757,C-1764,2026-07-15,technical,low,4,3,ORD-2370,False
TKT-00027,C-1041,2026-07-15,technical,low,8,5,ORD-8596,False
TKT-01090,C-1776,2026-07-16,quality,low,10,4,ORD-7760,False
TKT-01889,C-2645,2026-07-16,delivery,medium,35,3,ORD-9401,False
TKT-01579,C-0834,2026-07-16,quality,medium,3,4,ORD-9109,False
TKT-01883,C-1400,2026-07-16,delivery,critical,76,2,ORD-6230,True
TKT-01348,C-4060,2026-07-16,technical,medium,7,3,ORD-3562,False
TKT-01079,C-2002,2026-07-16,technical,low,18,4,ORD-8635,False
TKT-00304,C-3857,2026-07-16,delivery,critical,95,3,ORD-4288,True
TKT-00389,C-4803,2026-07-16,billing,medium,14,4,ORD-1643,False
TKT-00706,C-1281,2026-07-16,billing,medium,20,4,ORD-2084,False
TKT-01799,C-0131,2026-07-16,service,critical,65,1,ORD-7130,True
TKT-00567,C-0590,2026-07-16,technical,medium,20,4,ORD-4694,False
TKT-01550,C-2769,2026-07-16,quality,medium,15,3,ORD-5182,False
TKT-01055,C-0873,2026-07-16,technical,low,7,5,ORD-6360,False
TKT-00709,C-0302,2026-07-16,technical,medium,133,1,ORD-5497,True
TKT-00078,C-1816,2026-07-16,delivery,medium,31,2,ORD-7063,True
TKT-00024,C-4795,2026-07-16,quality,medium,88,1,ORD-9410,True
TKT-00522,C-0845,2026-07-16,service,low,61,2,ORD-4614,True
TKT-01255,C-0455,2026-07-16,technical,critical,80,3,ORD-9069,True
TKT-01405,C-3001,2026-07-16,technical,medium,1,3,ORD-6818,False
TKT-00770,C-2457,2026-07-16,service,low,31,3,ORD-5516,False
TKT-00768,C-4171,2026-07-16,billing,low,1,2,ORD-3850,True
TKT-00444,C-4225,2026-07-16,quality,high,91,3,ORD-1728,False
TKT-00665,C-2420,2026-07-16,delivery,low,34,4,ORD-8684,False
TKT-01565,C-2934,2026-07-17,technical,medium,11,4,ORD-5432,False
TKT-01610,C-4820,2026-07-17,service,critical,77,1,ORD-4630,True
TKT-01434,C-1128,2026-07-17,quality,low,0,3,ORD-4881,False
TKT-01514,C-4127,2026-07-17,quality,high,82,2,ORD-7460,True
TKT-01792,C-3009,2026-07-17,technical,high,82,3,ORD-1509,False
TKT-01661,C-2889,2026-07-17,delivery,low,25,4,ORD-9079,False
TKT-00001,C-1000,2026-07-17,delivery,critical,110,2,ORD-2444,True
TKT-00527,C-1942,2026-07-17,service,critical,60,1,ORD-4468,True
TKT-00825,C-2251,2026-07-17,billing,critical,110,1,ORD-2626,True
TKT-01197,C-2966,2026-07-17,delivery,high,60,1,ORD-1256,True
TKT-00636,C-3615,2026-07-17,delivery,medium,15,4,ORD-4636,False
TKT-00982,C-4387,2026-07-17,quality,medium,85,2,ORD-3105,True
TKT-00912,C-0135,2026-07-17,delivery,medium,1,4,ORD-6716,False
TKT-01906,C-4844,2026-07-17,billing,critical,60,1,ORD-8514,True
TKT-00587,C-0234,2026-07-17,quality,medium,29,3,ORD-3820,False
TKT-01961,C-4107,2026-07-17,billing,medium,31,3,ORD-7497,False
TKT-00904,C-4471,2026-07-17,technical,low,65,1,ORD-4716,True
TKT-00418,C-0001,2026-07-17,technical,high,49,1,ORD-5927,True
TKT-00838,C-3938,2026-07-18,billing,low,6,2,ORD-2417,True
TKT-01165,C-0499,2026-07-18,delivery,low,0,4,ORD-4170,False
TKT-01954,C-4193,2026-07-18,service,medium,44,1,ORD-3840,True
TKT-01592,C-0477,2026-07-18,billing,high,57,1,ORD-6745,True
TKT-01060,C-1429,2026-07-18,technical,medium,36,5,ORD-8243,False
TKT-01325,C-2854,2026-07-18,billing,high,76,2,ORD-5329,True
TKT-00798,C-4140,2026-07-18,technical,low,44,4,ORD-7029,False
TKT-01048,C-4244,2026-07-18,service,critical,50,1,ORD-1507,True
TKT-01739,C-1978,2026-07-18,service,high,49,2,ORD-3530,True
TKT-00683,C-0092,2026-07-18,quality,high,80,1,ORD-2694,True
TKT-00784,C-0144,2026-07-18,quality,low,0,2,ORD-1288,True
TKT-00250,C-2998,2026-07-18,delivery,low,20,5,ORD-6836,False
TKT-00760,C-1558,2026-07-18,delivery,low,43,2,ORD-3969,True
TKT-01890,C-4558,2026-07-18,delivery,medium,16,4,ORD-8199,False
TKT-00653,C-1128,2026-07-19,billing,medium,83,1,ORD-4563,True
TKT-01462,C-0695,2026-07-19,service,medium,9,5,ORD-1613,False
TKT-00401,C-0621,2026-07-19,service,critical,71,2,ORD-1903,True
TKT-01112,C-2535,2026-07-19,delivery,medium,44,4,ORD-4948,False
TKT-00246,C-2430,2026-07-19,quality,critical,72,1,ORD-6100,True
TKT-01682,C-0002,2026-07-19,delivery,high,83,3,ORD-8774,False
TKT-00116,C-1782,2026-07-19,service,high,86,3,ORD-6500,False
TKT-01817,C-3226,2026-07-19,technical,high,48,3,ORD-5797,False
TKT-00464,C-0208,2026-07-19,delivery,low,38,5,ORD-6315,False
TKT-01406,C-2433,2026-07-19,service,medium,83,1,ORD-5937,True
TKT-00160,C-1599,2026-07-19,technical,high,80,1,ORD-5271,True
TKT-01787,C-4084,2026-07-19,quality,critical,52,3,ORD-1271,True
TKT-01387,C-2124,2026-07-19,billing,high,48,2,ORD-9965,True
TKT-00333,C-3331,2026-07-19,quality,medium,22,3,ORD-8902,False
TKT-00551,C-0529,2026-07-19,delivery,high,109,2,ORD-9799,True
TKT-01658,C-3211,2026-07-19,billing,low,36,5,ORD-2948,False
TKT-00537,C-2207,2026-07-19,technical,high,52,1,ORD-3369,True
TKT-01596,C-3754,2026-07-19,billing,high,105,2,ORD-6276,True
TKT-01742,C-2632,2026-07-19,delivery,low,43,3,ORD-4379,False
TKT-00437,C-3935,2026-07-19,delivery,critical,59,1,ORD-3609,True
TKT-00334,C-4068,2026-07-19,delivery,critical,58,1,ORD-8592,True
TKT-01305,C-2124,2026-07-19,technical,low,27,3,ORD-4872,False
TKT-00845,C-3944,2026-07-19,delivery,low,18,2,ORD-9673,True
TKT-01917,C-3529,2026-07-19,billing,critical,57,1,ORD-2252,True
TKT-00107,C-0997,2026-07-19,billing,high,148,2,ORD-9793,True
TKT-00588,C-1472,2026-07-19,quality,critical,75,1,ORD-6444,True
TKT-00165,C-1582,2026-07-19,billing,low,7,3,ORD-5415,False
TKT-01065,C-2596,2026-07-19,billing,low,29,2,ORD-3391,True
TKT-01801,C-4329,2026-07-19,delivery,low,18,4,ORD-7865,False
TKT-00748,C-4568,2026-07-19,service,critical,80,1,ORD-1477,True
TKT-00610,C-0094,2026-07-19,quality,low,25,4,ORD-3154,False
TKT-00989,C-0483,2026-07-19,service,low,0,4,ORD-8750,False
TKT-01323,C-4670,2026-07-19,billing,low,9,5,ORD-4736,False
TKT-00795,C-0184,2026-07-19,billing,high,52,1,ORD-9394,True
TKT-00043,C-4108,2026-07-19,billing,high,52,1,ORD-5657,True
TKT-01053,C-0290,2026-07-20,delivery,critical,54,1,ORD-5734,True
TKT-01652,C-0590,2026-07-20,billing,low,67,2,ORD-3365,True
TKT-01478,C-1269,2026-07-20,delivery,critical,48,2,ORD-6822,True
TKT-01088,C-4904,2026-07-20,delivery,medium,27,5,ORD-4712,False
TKT-01993,C-4914,2026-07-20,billing,critical,50,3,ORD-7973,True
TKT-01668,C-1330,2026-07-20,billing,low,8,3,ORD-4406,False
TKT-01284,C-4468,2026-07-20,technical,critical,50,3,ORD-9634,True
TKT-00875,C-4347,2026-07-20,delivery,low,11,4,ORD-4318,False
TKT-01254,C-0333,2026-07-20,billing,medium,7,5,ORD-3961,False
TKT-01663,C-4739,2026-07-20,quality,low,119,2,ORD-9765,True
TKT-01417,C-1030,2026-07-20,delivery,medium,22,3,ORD-6351,False
TKT-00328,C-3370,2026-07-20,delivery,high,58,3,ORD-8024,False
TKT-00175,C-2681,2026-07-20,technical,medium,0,3,ORD-6913,False
TKT-00991,C-3861,2026-07-20,delivery,medium,2,4,ORD-2216,False
TKT-00344,C-4918,2026-07-20,billing,low,5,3,ORD-2555,False
TKT-00303,C-3679,2026-07-20,delivery,low,11,5,ORD-8134,False
TKT-00834,C-0130,2026-07-20,delivery,critical,62,1,ORD-3983,True
TKT-01201,C-3388,2026-07-20,delivery,medium,64,1,ORD-9747,True
TKT-01740,C-3468,2026-07-20,billing,low,60,2,ORD-9086,True
TKT-01459,C-3293,2026-07-20,delivery,low,45,4,ORD-8105,False
TKT-00256,C-4049,2026-07-20,delivery,critical,76,1,ORD-5762,True
TKT-00215,C-4794,2026-07-20,delivery,low,53,2,ORD-9255,True
TKT-01940,C-2979,2026-07-20,delivery,critical,58,2,ORD-4170,True
TKT-01850,C-3729,2026-07-21,technical,high,82,3,ORD-8641,False
TKT-00797,C-3449,2026-07-21,delivery,high,99,2,ORD-5211,True
TKT-01853,C-0582,2026-07-21,service,high,91,1,ORD-9239,True
TKT-00453,C-1920,2026-07-21,delivery,high,169,1,ORD-1580,True
TKT-00146,C-2545,2026-07-21,service,medium,33,4,ORD-7062,False
TKT-01877,C-0477,2026-07-21,technical,medium,44,1,ORD-1483,True
TKT-00466,C-3387,2026-07-21,billing,low,16,5,ORD-6285,False
TKT-00893,C-1244,2026-07-21,service,high,53,1,ORD-4223,True
TKT-00571,C-1729,2026-07-21,delivery,high,50,1,ORD-4421,True
TKT-00631,C-1579,2026-07-21,service,high,88,1,ORD-3675,True
TKT-00656,C-4929,2026-07-21,quality,high,52,1,ORD-8457,True
TKT-00011,C-4498,2026-07-21,billing,critical,54,2,ORD-9476,True
TKT-00434,C-0262,2026-07-21,technical,low,23,2,ORD-4133,True
TKT-01964,C-0292,2026-07-21,technical,critical,48,1,ORD-9285,True
TKT-01185,C-1872,2026-07-21,billing,low,13,2,ORD-8460,True
TKT-01888,C-2373,2026-07-21,service,medium,37,4,ORD-9030,False
TKT-00788,C-4170,2026-07-21,billing,low,40,4,ORD-2185,False
TKT-01281,C-0960,2026-07-21,billing,critical,51,1,ORD-9502,True
TKT-00039,C-1606,2026-07-21,technical,critical,62,2,ORD-7735,True
TKT-01545,C-3160,2026-07-21,quality,medium,26,4,ORD-8296,False
TKT-00504,C-1462,2026-07-21,delivery,medium,7,3,ORD-8200,False
TKT-01694,C-3966,2026-07-21,service,low,24,3,ORD-2699,False
TKT-00339,C-4937,2026-07-21,delivery,low,2,5,ORD-9185,False
TKT-00044,C-0681,2026-07-22,billing,medium,6,4,ORD-2061,False
TKT-01232,C-3051,2026-07-22,technical,critical,56,2,ORD-6882,True
TKT-01303,C-0825,2026-07-22,quality,low,0,1,ORD-5115,True
TKT-00066,C-0412,2026-07-22,technical,low,66,2,ORD-6890,True
TKT-01797,C-2949,2026-07-22,quality,low,36,4,ORD-8150,False
TKT-00474,C-0585,2026-07-22,technical,high,49,1,ORD-5443,True
TKT-00604,C-0499,2026-07-22,technical,low,48,2,ORD-1586,True
TKT-00441,C-1582,2026-07-22,service,high,77,1,ORD-4275,True
TKT-00406,C-1253,2026-07-22,billing,critical,86,2,ORD-9621,True
TKT-00178,C-4030,2026-07-22,billing,critical,51,1,ORD-4893,True
TKT-00517,C-3321,2026-07-22,quality,high,82,1,ORD-8670,True
TKT-01726,C-3742,2026-07-22,technical,low,13,4,ORD-3306,False
TKT-01510,C-0542,2026-07-22,service,low,2,4,ORD-7506,False
TKT-00980,C-0064,2026-07-22,delivery,medium,1,4,ORD-2131,False
TKT-00563,C-4417,2026-07-22,technical,critical,57,3,ORD-9663,True
TKT-00728,C-0464,2026-07-22,billing,critical,52,1,ORD-2265,True
TKT-00185,C-1940,2026-07-22,billing,high,56,3,ORD-9836,False
TKT-01967,C-1112,2026-07-22,quality,high,66,3,ORD-5831,False
TKT-01363,C-3630,2026-07-22,technical,high,53,1,ORD-5828,True
TKT-00392,C-3528,2026-07-22,technical,high,71,3,ORD-7777,False
TKT-00957,C-1536,2026-07-22,quality,medium,19,4,ORD-8226,False
TKT-01684,C-1839,2026-07-22,delivery,high,59,1,ORD-2603,True
TKT-01924,C-1589,2026-07-23,billing,high,58,2,ORD-2669,True
TKT-01950,C-0628,2026-07-23,billing,low,20,4,ORD-2878,False
TKT-00645,C-0780,2026-07-23,service,high,63,2,ORD-2128,True
TKT-01756,C-2072,2026-07-23,billing,critical,79,1,ORD-2144,True
TKT-00244,C-3259,2026-07-23,service,critical,67,1,ORD-7797,True
TKT-01875,C-0286,2026-07-23,service,high,125,2,ORD-7409,True
TKT-00506,C-0247,2026-07-23,technical,critical,102,1,ORD-3508,True
TKT-00233,C-4196,2026-07-23,technical,medium,2,4,ORD-7912,False
TKT-00210,C-1829,2026-07-23,quality,critical,50,1,ORD-4684,True
TKT-01804,C-3724,2026-07-23,quality,high,99,1,ORD-7740,True
TKT-00922,C-2100,2026-07-23,service,high,62,2,ORD-5587,True
TKT-01242,C-2833,2026-07-23,technical,medium,75,2,ORD-3202,True
TKT-01841,C-1723,2026-07-23,quality,high,50,2,ORD-3118,True
TKT-00016,C-3484,2026-07-23,billing,medium,62,3,ORD-1509,False
TKT-01389,C-1869,2026-07-23,technical,medium,24,1,ORD-9201,True
TKT-00930,C-0020,2026-07-23,service,high,91,1,ORD-9990,True
TKT-00140,C-3099,2026-07-23,service,medium,14,5,ORD-1858,False
TKT-01728,C-0406,2026-07-23,technical,high,71,1,ORD-2575,True
TKT-00123,C-3277,2026-07-23,quality,high,92,2,ORD-1534,True
TKT-01092,C-1564,2026-07-23,service,high,61,1,ORD-6999,True
TKT-01304,C-4192,2026-07-23,quality,critical,67,3,ORD-4085,True
TKT-01990,C-2041,2026-07-23,technical,medium,30,5,ORD-3443,False
TKT-01077,C-3103,2026-07-24,delivery,medium,13,4,ORD-2005,False
TKT-01198,C-2216,2026-07-24,billing,critical,77,2,ORD-5754,True
TKT-01214,C-1949,2026-07-24,service,critical,74,1,ORD-2353,True
TKT-00077,C-3493,2026-07-24,delivery,critical,48,3,ORD-6295,True
TKT-00462,C-4285,2026-07-24,technical,low,37,5,ORD-1815,False
TKT-00458,C-0269,2026-07-24,service,critical,73,3,ORD-1353,True
TKT-00690,C-0863,2026-07-24,billing,medium,19,5,ORD-8487,False
TKT-01225,C-2916,2026-07-24,quality,critical,54,2,ORD-1683,True
TKT-00224,C-4861,2026-07-24,delivery,low,41,4,ORD-7455,False
TKT-00756,C-3652,2026-07-24,billing,low,5,4,ORD-1756,False
TKT-00755,C-2229,2026-07-24,quality,high,52,1,ORD-6169,True
TKT-01492,C-2586,2026-07-24,delivery,medium,6,1,ORD-3203,True
TKT-00808,C-2048,2026-07-24,quality,critical,49,3,ORD-8725,True
TKT-01070,C-2082,2026-07-24,technical,medium,0,4,ORD-3089,False
TKT-01073,C-2007,2026-07-24,service,medium,66,1,ORD-3292,True
TKT-00703,C-2289,2026-07-24,billing,critical,53,1,ORD-3235,True
TKT-01693,C-0170,2026-07-24,service,low,1,4,ORD-3295,False
TKT-01181,C-4358,2026-07-24,billing,critical,62,2,ORD-4034,True
TKT-01541,C-4314,2026-07-24,billing,high,75,2,ORD-2214,True
TKT-01569,C-4201,2026-07-24,delivery,critical,54,2,ORD-3856,True
TKT-01859,C-4187,2026-07-24,delivery,high,49,1,ORD-6833,True
TKT-00879,C-1800,2026-07-24,service,low,56,1,ORD-8773,True
TKT-01295,C-3105,2026-07-24,billing,critical,49,1,ORD-7868,True
TKT-01275,C-2525,2026-07-24,delivery,critical,70,2,ORD-2477,True
TKT-00929,C-3043,2026-07-24,quality,medium,4,3,ORD-1306,False
TKT-01858,C-0832,2026-07-24,delivery,critical,148,2,ORD-6388,True
TKT-01538,C-3928,2026-07-24,service,medium,68,2,ORD-9011,True
TKT-00950,C-4120,2026-07-25,quality,high,150,2,ORD-4427,True
TKT-00883,C-0490,2026-07-25,delivery,critical,64,1,ORD-3850,True
TKT-01988,C-1988,2026-07-25,quality,critical,52,2,ORD-2299,True
TKT-01511,C-1584,2026-07-25,delivery,critical,58,2,ORD-1196,True
TKT-00876,C-3444,2026-07-25,delivery,high,85,1,ORD-1863,True
TKT-01899,C-3179,2026-07-25,quality,critical,60,2,ORD-3394,True
TKT-00240,C-4329,2026-07-25,technical,critical,54,2,ORD-6314,True
TKT-00485,C-0898,2026-07-25,billing,high,60,2,ORD-1113,True
TKT-01542,C-1295,2026-07-25,billing,low,40,3,ORD-3689,False
TKT-01226,C-2576,2026-07-25,quality,low,30,2,ORD-6240,True
TKT-00088,C-0733,2026-07-25,service,low,15,3,ORD-2596,False
TKT-01925,C-2360,2026-07-25,delivery,low,18,4,ORD-3183,False
TKT-00951,C-3143,2026-07-25,delivery,high,92,1,ORD-8771,True
TKT-00774,C-1608,2026-07-25,technical,medium,12,3,ORD-5242,False
TKT-00305,C-1981,2026-07-25,technical,low,7,4,ORD-3716,False
TKT-01180,C-4827,2026-07-25,technical,medium,64,2,ORD-9390,True
