payment_id,customer_id,month,bill_amount,payment_amount,payment_status,payment_delay_days,credit_limit,balance,default_flag
PAY-014552,C-4189,2023-02,1357.33,913.2,late_3mo,79,10000,9936.73,0
PAY-014553,C-1044,2023-03,1787.07,1322.35,late_1mo,19,10000,7781.12,1
PAY-014554,C-4326,2023-12,4227.13,2456.13,late_3mo,43,10000,7269.4,1
PAY-014555,C-4519,2023-10,1143.25,0.0,on_time,88,1000,6441.55,1
PAY-014556,C-1378,2023-02,910.64,419.44,late_2mo,51,5000,4499.66,0
PAY-014557,C-3705,2023-07,2317.92,0.0,late_3mo,82,1000,6160.57,1
PAY-014558,C-1057,2023-09,1022.04,667.58,late_2mo,36,1000,837.05,0
PAY-014559,C-3900,2023-07,3010.84,602.63,late_1mo,78,10000,9725.38,0
PAY-014560,C-4452,2023-09,3168.74,2815.34,late_2mo,11,5000,303.84,0
PAY-014561,C-4013,2023-08,4707.51,3742.08,late_1mo,7,10000,3022.82,0
PAY-014562,C-0452,2023-09,3813.06,0.0,late_3mo,90,1000,7428.82,1
PAY-014563,C-1886,2023-12,1371.04,1122.32,on_time,12,10000,4007.98,0
PAY-014564,C-2749,2023-11,2272.81,2195.64,late_2mo,9,10000,3012.74,0
PAY-014565,C-3658,2023-06,4827.3,0.0,late_3mo,90,1000,8392.22,1
PAY-014566,C-0781,2023-09,2187.88,0.0,on_time,90,1000,9162.17,1
PAY-014567,C-4091,2023-08,2418.33,2028.12,late_3mo,2,10000,1054.77,0
PAY-014568,C-2978,2023-05,2992.09,0.0,on_time,79,5000,7967.44,1
PAY-014569,C-2563,2023-10,322.26,0.0,late_3mo,78,1000,5342.08,1
PAY-014570,C-4535,2023-12,783.47,417.77,on_time,78,10000,9340.54,1
PAY-014571,C-4873,2023-05,87.48,73.74,late_3mo,11,5000,1614.1,0
PAY-014572,C-2238,2023-11,471.21,0.0,late_2mo,90,1000,8367.69,1
PAY-014573,C-1516,2023-06,80.55,54.04,late_2mo,57,10000,7314.85,1
PAY-014574,C-0772,2023-04,2641.54,1734.3,late_1mo,22,5000,3766.75,0
PAY-014575,C-0583,2023-02,2850.98,466.94,late_2mo,38,5000,4872.71,0
PAY-014576,C-0247,2023-11,4120.43,85.1,late_1mo,86,5000,9837.66,1
PAY-014577,C-1166,2023-08,4006.38,2418.43,late_2mo,20,10000,4172.15,0
PAY-014578,C-0483,2023-08,856.85,632.76,late_1mo,15,1000,753.44,0
PAY-014579,C-1644,2023-01,1826.51,1048.34,on_time,18,5000,2846.16,0
PAY-014580,C-2576,2023-03,1230.25,0.0,late_2mo,81,1000,8037.19,1
PAY-014581,C-1417,2023-07,2683.7,951.08,on_time,60,5000,6678.32,0
PAY-014582,C-4497,2023-07,2195.3,0.0,on_time,90,1000,3069.02,1
PAY-014583,C-0320,2023-03,605.07,0.0,late_2mo,86,1000,9101.56,1
PAY-014584,C-1135,2023-10,904.43,612.62,late_2mo,79,5000,5976.56,0
PAY-014585,C-2968,2023-07,4378.03,2553.98,late_1mo,34,10000,4521.9,0
PAY-014586,C-3555,2023-12,1852.16,1246.22,late_2mo,45,10000,6212.37,1
PAY-014587,C-1282,2023-07,1414.43,1617.82,late_2mo,20,5000,1714.07,0
PAY-014588,C-3366,2023-02,4409.0,0.0,late_1mo,90,1000,2554.29,1
PAY-014589,C-4648,2023-06,3842.96,3269.68,late_1mo,12,1000,761.38,0
PAY-014590,C-1136,2023-06,2973.65,2553.9,late_2mo,14,10000,3961.49,0
PAY-014591,C-4220,2023-01,3870.1,0.0,late_2mo,79,1000,4060.56,1
PAY-014592,C-4306,2023-12,2061.35,472.76,on_time,76,5000,7079.33,1
PAY-014593,C-3348,2023-11,1461.54,0.0,late_3mo,85,1000,5895.19,1
PAY-014594,C-1905,2023-12,3745.66,1349.62,late_1mo,46,5000,5394.98,0
PAY-014595,C-3940,2023-09,1742.54,1384.7,late_1mo,7,10000,2670.92,0
PAY-014596,C-3717,2023-09,4490.46,0.0,on_time,87,1000,2113.64,1
PAY-014597,C-0228,2023-01,726.8,428.72,late_1mo,33,10000,7072.6,0
PAY-014598,C-3876,2023-09,3192.08,0.0,late_2mo,85,1000,6175.14,1
PAY-014599,C-1214,2023-03,808.03,261.77,late_1mo,82,5000,4570.13,0
PAY-014600,C-2881,2023-02,3820.55,2075.12,late_1mo,38,5000,4200.69,0
PAY-014601,C-3020,2023-09,2284.78,1219.04,late_2mo,77,10000,7201.61,0
PAY-014602,C-2808,2023-12,2059.59,1688.18,late_3mo,39,10000,205.83,0
PAY-014603,C-3819,2023-12,804.11,708.71,late_1mo,0,1000,206.35,0
PAY-014604,C-2740,2023-10,1685.74,0.0,on_time,80,1000,5210.02,1
PAY-014605,C-1250,2023-01,810.74,787.42,late_3mo,26,1000,42.28,0
PAY-014606,C-4908,2023-05,884.9,336.89,on_time,57,5000,6211.29,1
PAY-014607,C-3160,2023-09,3071.12,315.39,late_3mo,57,5000,6438.67,1
PAY-014608,C-4192,2023-11,2414.85,0.0,late_3mo,90,1000,5957.13,1
PAY-014609,C-2096,2023-10,1929.36,1532.13,on_time,0,5000,1134.04,0
PAY-014610,C-3008,2023-07,1069.52,490.96,late_3mo,65,10000,9175.04,1
PAY-014611,C-4915,2023-11,4755.87,0.0,on_time,90,1000,6031.03,1
PAY-014612,C-0599,2023-12,3345.2,57.62,on_time,89,5000,8292.66,1
PAY-014613,C-0816,2023-12,269.56,0.0,late_3mo,81,1000,8267.34,1
PAY-014614,C-1119,2023-06,4912.31,4389.93,late_3mo,65,10000,3286.86,0
PAY-014615,C-3071,2023-10,1788.29,0.0,on_time,83,1000,9835.28,1
PAY-014616,C-3231,2023-01,4184.25,0.0,late_1mo,82,1000,7888.48,1
PAY-014617,C-4518,2023-02,3904.23,2278.07,late_2mo,61,1000,1127.28,0
PAY-014618,C-0002,2023-01,1657.05,0.0,late_1mo,78,5000,9135.93,1
PAY-014619,C-1926,2023-03,1646.48,0.0,late_1mo,80,1000,2273.5,1
PAY-014620,C-4645,2023-04,449.96,165.53,late_3mo,48,1000,927.45,1
PAY-014621,C-4372,2023-10,528.33,513.37,late_1mo,48,10000,2973.0,0
PAY-014622,C-1790,2023-06,967.34,951.47,late_2mo,38,10000,4699.57,1
PAY-014623,C-1856,2023-10,2063.5,643.93,late_3mo,65,5000,5257.67,1
PAY-014624,C-0020,2023-05,796.56,0.0,late_1mo,58,1000,1327.84,1
PAY-014625,C-0562,2023-01,3672.21,0.0,late_1mo,76,1000,7033.45,1
PAY-014626,C-3927,2023-12,3195.68,2130.72,late_3mo,28,10000,7122.87,0
PAY-014627,C-3636,2023-11,3263.46,0.0,on_time,90,1000,9922.53,1
PAY-014628,C-2425,2023-04,2977.03,0.0,late_2mo,86,1000,9323.82,1
PAY-014629,C-1652,2023-08,1372.21,372.93,on_time,74,1000,1450.67,0
PAY-014630,C-2303,2023-11,779.56,0.0,on_time,89,1000,2573.95,1
PAY-014631,C-2172,2023-01,2968.48,2420.7,late_1mo,17,5000,769.91,0
PAY-014632,C-3061,2023-12,4493.07,4587.42,late_1mo,5,5000,169.57,0
PAY-014633,C-0502,2023-04,1456.42,0.0,late_3mo,90,1000,2805.69,1
PAY-014634,C-4390,2023-06,3001.55,2066.0,late_3mo,48,5000,4392.09,0
PAY-014635,C-1319,2023-05,1906.65,1677.21,late_1mo,26,10000,5274.41,0
PAY-014636,C-4184,2023-08,1368.12,526.45,late_1mo,49,10000,8582.5,1
PAY-014637,C-3930,2023-11,964.28,1025.62,late_3mo,6,10000,241.85,0
PAY-014638,C-0544,2023-10,4424.19,2605.27,late_3mo,14,10000,7335.08,0
PAY-014639,C-0288,2023-12,2483.93,0.0,on_time,87,5000,9602.27,0
PAY-014640,C-1111,2023-01,4191.78,0.0,late_2mo,90,1000,2436.41,1
PAY-014641,C-3387,2023-09,1332.36,798.67,on_time,55,5000,4430.05,0
PAY-014642,C-3361,2023-09,67.96,0.0,late_1mo,77,1000,6196.99,1
PAY-014643,C-4048,2023-06,2105.14,1555.29,late_3mo,36,10000,6230.57,0
PAY-014644,C-4123,2023-06,3619.88,145.42,late_3mo,79,5000,7411.59,1
PAY-014645,C-4114,2023-04,541.8,381.21,on_time,39,5000,1570.4,0
PAY-014646,C-1083,2023-02,2606.89,0.0,late_2mo,90,1000,8507.33,1
PAY-014647,C-0373,2023-02,4846.37,1974.08,on_time,63,5000,5260.71,0
PAY-014648,C-2068,2023-02,634.46,274.17,on_time,43,10000,9556.28,1
PAY-014649,C-2156,2023-08,4539.22,0.0,late_1mo,90,5000,9942.29,1
PAY-014650,C-2651,2023-10,3433.18,0.0,on_time,72,1000,8483.41,1
PAY-014651,C-0715,2023-08,3683.37,2716.18,on_time,4,10000,2295.72,0
PAY-014652,C-2554,2023-02,1020.64,265.31,on_time,72,5000,9065.77,1
PAY-014653,C-0345,2023-11,2269.08,1896.88,late_2mo,4,1000,164.09,0
PAY-014654,C-1054,2023-02,3022.53,1145.15,late_1mo,30,5000,4240.61,1
PAY-014655,C-0451,2023-07,3444.01,0.0,late_3mo,90,1000,4131.47,1
PAY-014656,C-1143,2023-09,3725.52,0.0,late_1mo,82,1000,5077.24,1
PAY-014657,C-1827,2023-08,1988.87,0.0,late_2mo,90,1000,3596.06,1
PAY-014658,C-2081,2023-07,2444.75,0.0,late_2mo,83,1000,6593.85,1
PAY-014659,C-2777,2023-10,1099.61,1006.26,late_3mo,15,10000,1948.59,1
PAY-014660,C-4166,2023-07,4104.77,1613.32,late_2mo,77,10000,9100.62,0
PAY-014661,C-3513,2023-12,1775.0,1020.73,late_3mo,6,10000,2978.1,0
PAY-014662,C-3191,2023-12,776.62,570.11,late_2mo,26,10000,4889.27,0
PAY-014663,C-3369,2023-05,1154.91,836.39,late_1mo,35,5000,4172.6,0
PAY-014664,C-3906,2023-08,3991.36,1758.33,on_time,65,10000,3737.26,0
PAY-014665,C-3281,2023-10,890.39,681.09,late_1mo,3,10000,3061.59,0
PAY-014666,C-2465,2023-02,2781.98,2024.3,late_1mo,61,10000,5183.97,1
PAY-014667,C-1057,2023-09,1266.67,0.0,late_3mo,90,1000,6879.59,1
PAY-014668,C-4217,2023-10,2916.16,704.26,late_3mo,17,10000,9033.15,0
PAY-014669,C-4606,2023-06,4099.04,2541.3,on_time,35,10000,6072.22,0
PAY-014670,C-2016,2023-06,255.27,146.14,late_3mo,39,5000,5377.28,1
PAY-014671,C-4058,2023-12,869.98,774.58,late_1mo,21,10000,2103.28,0
PAY-014672,C-0862,2023-10,1514.44,0.0,late_2mo,76,5000,8759.02,1
PAY-014673,C-2952,2023-09,3538.83,695.23,late_3mo,67,5000,7064.48,1
PAY-014674,C-2657,2023-05,3703.04,545.58,late_2mo,24,10000,9279.35,0
PAY-014675,C-0222,2023-06,2244.76,1689.79,late_2mo,7,10000,3887.16,0
PAY-014676,C-4057,2023-11,2244.63,0.0,late_2mo,90,1000,8494.96,1
PAY-014677,C-3708,2023-12,4384.43,3619.77,late_3mo,45,5000,1636.27,0
PAY-014678,C-4346,2023-05,4863.3,2625.04,on_time,26,10000,5322.38,0
PAY-014679,C-4222,2023-06,2491.78,1423.2,on_time,39,10000,6913.21,0
PAY-014680,C-0324,2023-04,366.33,0.0,late_1mo,90,5000,9357.5,1
PAY-014681,C-4953,2023-09,1406.71,325.13,on_time,74,5000,5193.89,1
PAY-014682,C-4744,2023-01,180.56,0.0,late_2mo,90,1000,6644.5,1
PAY-014683,C-2734,2023-02,3609.26,3036.24,on_time,5,10000,220.25,0
PAY-014684,C-0459,2023-01,1502.92,0.0,late_1mo,78,5000,9382.66,0
PAY-014685,C-2317,2023-05,570.11,65.41,late_2mo,71,5000,6870.05,1
PAY-014686,C-1795,2023-05,289.7,0.0,on_time,88,1000,9315.3,1
PAY-014687,C-3039,2023-09,1026.72,675.6,late_1mo,14,5000,2706.31,0
PAY-014688,C-1981,2023-11,1842.4,1162.72,late_1mo,79,10000,9958.32,1
PAY-014689,C-0554,2023-05,454.01,381.3,late_1mo,4,10000,977.42,0
PAY-014690,C-2246,2023-07,642.4,0.0,late_2mo,84,1000,2561.97,1
PAY-014691,C-1706,2023-04,818.5,0.0,on_time,90,1000,5665.58,1
PAY-014692,C-2080,2023-08,4800.29,4931.5,on_time,11,10000,951.42,0
PAY-014693,C-3636,2023-05,2269.71,616.17,late_1mo,80,5000,8261.9,1
PAY-014694,C-1636,2023-08,2725.49,2358.66,late_1mo,0,10000,3349.56,0
PAY-014695,C-1114,2023-04,1376.43,818.41,late_3mo,36,10000,8803.41,0
PAY-014696,C-4447,2023-08,2295.62,0.0,late_1mo,85,5000,9316.12,1
PAY-014697,C-0075,2023-01,1400.93,1431.4,on_time,6,10000,1586.21,0
PAY-014698,C-1837,2023-06,2938.07,1897.38,late_3mo,70,10000,6014.43,0
PAY-014699,C-2967,2023-08,2122.61,244.57,late_2mo,39,5000,4616.88,0
PAY-014700,C-0096,2023-01,4625.99,0.0,on_time,90,1000,9819.13,1
PAY-014701,C-2137,2023-07,4889.13,2710.18,on_time,39,10000,8912.83,0
PAY-014702,C-0342,2023-04,1252.27,1114.86,late_1mo,0,10000,1261.42,0
PAY-014703,C-3316,2023-01,1381.7,1292.32,late_1mo,26,10000,2210.4,0
PAY-014704,C-3399,2023-02,469.28,0.0,late_3mo,90,1000,9529.71,1
PAY-014705,C-0007,2023-10,2965.96,148.86,late_3mo,64,5000,6764.63,0
PAY-014706,C-0196,2023-11,4131.17,0.0,late_2mo,90,1000,3405.41,1
PAY-014707,C-3076,2023-01,2058.7,1382.21,late_2mo,0,5000,847.63,0
PAY-014708,C-4789,2023-08,4925.95,5558.64,on_time,24,10000,1397.78,0
PAY-014709,C-2791,2023-08,2380.31,2265.28,on_time,18,10000,1553.09,0
PAY-014710,C-1951,2023-09,2737.95,1355.52,on_time,77,10000,7979.41,0
PAY-014711,C-0459,2023-11,3635.84,157.48,late_2mo,84,5000,7592.99,1
PAY-014712,C-4821,2023-03,3179.72,1212.72,on_time,44,10000,8632.62,1
PAY-014713,C-3067,2023-07,4140.51,2404.34,late_1mo,26,10000,9770.84,0
PAY-014714,C-4849,2023-08,957.57,648.1,on_time,31,10000,2645.34,0
PAY-014715,C-2658,2023-09,2754.74,2059.39,late_1mo,6,10000,4239.02,0
PAY-014716,C-4094,2023-06,226.61,143.41,on_time,0,10000,2419.93,1
PAY-014717,C-4912,2023-04,2903.47,2245.53,on_time,8,10000,6185.84,0
PAY-014718,C-2892,2023-06,471.3,0.0,on_time,81,1000,6357.15,1
PAY-014719,C-0514,2023-08,2704.84,2200.07,late_1mo,38,1000,580.75,0
PAY-014720,C-1332,2023-03,2859.24,2247.91,on_time,17,10000,2654.08,0
PAY-014721,C-1495,2023-02,4982.51,5378.19,late_3mo,51,5000,3008.75,0
PAY-014722,C-4501,2023-06,1886.13,0.0,late_2mo,86,5000,9194.25,1
PAY-014723,C-3743,2023-01,4141.33,2888.58,late_3mo,19,5000,3387.79,1
PAY-014724,C-1583,2023-12,3591.55,3113.99,late_1mo,11,5000,1859.63,0
PAY-014725,C-2644,2023-04,3819.42,2224.79,late_3mo,36,5000,2423.58,0
PAY-014726,C-2329,2023-10,3019.15,0.0,late_3mo,90,1000,9148.98,1
PAY-014727,C-3148,2023-07,1764.45,413.85,late_3mo,31,1000,1019.23,1
PAY-014728,C-2398,2023-08,3858.7,0.0,late_3mo,88,1000,6305.16,1
PAY-014729,C-2796,2023-03,4093.31,2770.77,late_2mo,34,5000,2651.26,0
PAY-014730,C-4940,2023-05,1952.97,0.0,late_3mo,90,5000,7594.68,1
PAY-014731,C-4960,2023-04,2322.36,27.96,late_3mo,78,5000,7944.37,1
PAY-014732,C-2263,2023-07,3815.91,2216.95,on_time,10,5000,3324.32,1
PAY-014733,C-4476,2023-05,642.13,749.04,late_2mo,23,5000,558.36,0
PAY-014734,C-4054,2023-06,4710.76,3679.9,on_time,11,10000,3845.57,0
PAY-014735,C-4913,2023-02,4342.94,0.0,late_3mo,90,1000,6083.6,1
PAY-014736,C-4238,2023-04,2533.21,298.41,late_1mo,68,1000,1549.0,1
PAY-014737,C-2138,2023-07,2124.25,983.16,on_time,21,5000,2716.65,0
PAY-014738,C-2478,2023-08,4769.18,2205.16,late_1mo,63,5000,3088.29,1
PAY-014739,C-4014,2023-07,1190.73,945.96,on_time,23,5000,1367.79,0
PAY-014740,C-2179,2023-04,1866.75,516.31,late_1mo,46,5000,4926.63,0
PAY-014741,C-2907,2023-07,2851.57,263.48,late_1mo,82,1000,1478.72,1
PAY-014742,C-2544,2023-04,1245.62,0.0,late_1mo,76,5000,9263.43,1
PAY-014743,C-0689,2023-05,3886.01,0.0,on_time,83,1000,4919.91,1
PAY-014744,C-0042,2023-02,480.28,0.0,late_3mo,90,1000,3044.41,1
PAY-014745,C-0663,2023-09,1441.56,0.0,on_time,90,1000,3013.43,1
PAY-014746,C-2308,2023-03,4541.62,0.0,late_2mo,62,5000,8367.15,1
PAY-014747,C-0258,2023-05,3264.76,2389.54,on_time,50,5000,2680.82,0
PAY-014748,C-3094,2023-09,4249.8,3295.01,late_3mo,14,10000,3954.87,0
PAY-014749,C-4172,2023-09,1461.37,0.0,late_2mo,79,1000,2496.22,1
PAY-014750,C-1692,2023-05,74.28,27.23,on_time,83,10000,9612.57,1
PAY-014751,C-1460,2023-10,3692.9,1660.12,late_2mo,47,10000,9166.68,0
PAY-014752,C-4428,2023-11,4982.02,1946.32,on_time,84,5000,7428.93,1
PAY-014753,C-3288,2023-10,4072.31,3198.95,on_time,28,10000,3974.34,0
PAY-014754,C-2990,2023-02,277.5,10.8,on_time,52,5000,7906.26,1
PAY-014755,C-2233,2023-11,3673.26,0.0,late_2mo,84,1000,4184.34,1
PAY-014756,C-2796,2023-03,2944.2,0.0,late_2mo,84,1000,9320.44,1
PAY-014757,C-1449,2023-10,4169.33,3985.13,late_3mo,50,10000,6059.47,0
PAY-014758,C-2722,2023-02,3078.41,736.92,late_1mo,75,5000,6185.27,0
PAY-014759,C-1660,2023-04,2475.75,1987.52,late_2mo,23,5000,290.86,0
PAY-014760,C-1277,2023-06,4056.68,3316.87,on_time,11,10000,1527.96,0
PAY-014761,C-2514,2023-03,2645.73,1154.52,late_2mo,40,5000,5228.3,1
PAY-014762,C-0891,2023-07,2167.64,0.0,late_3mo,79,1000,8612.95,1
PAY-014763,C-3560,2023-01,3494.62,41.03,late_1mo,63,5000,5350.15,0
PAY-014764,C-3648,2023-01,1154.82,863.33,late_1mo,13,10000,854.79,0
PAY-014765,C-2046,2023-10,3132.38,0.0,on_time,90,1000,1797.44,1
PAY-014766,C-2469,2023-08,2359.06,1334.54,on_time,37,10000,5589.82,0
PAY-014767,C-2190,2023-06,4747.25,1044.0,late_1mo,75,5000,6793.99,1
PAY-014768,C-0708,2023-04,293.13,0.0,late_2mo,90,1000,5646.05,1
PAY-014769,C-2229,2023-04,4872.88,5786.04,late_2mo,0,1000,82.12,0
PAY-014770,C-2519,2023-09,4111.99,0.0,on_time,90,1000,1833.71,1
PAY-014771,C-2541,2023-01,1790.15,0.0,late_1mo,90,1000,9934.97,1
PAY-014772,C-3598,2023-11,75.71,16.02,on_time,63,1000,1277.5,1
PAY-014773,C-1836,2023-09,1990.47,0.0,on_time,90,1000,5111.06,1
PAY-014774,C-1508,2023-06,1736.88,765.91,late_1mo,56,10000,9074.5,0
PAY-014775,C-3014,2023-08,3971.0,0.0,late_3mo,90,1000,7975.25,1
PAY-014776,C-3993,2023-08,441.25,219.81,late_1mo,49,5000,4413.66,0
PAY-014777,C-0320,2023-05,2169.42,2052.66,on_time,10,1000,250.63,0
PAY-014778,C-0832,2023-06,4428.63,614.02,late_2mo,75,1000,1256.77,0
PAY-014779,C-0646,2023-10,4231.01,0.0,late_1mo,90,1000,7779.59,1
PAY-014780,C-3211,2023-12,4923.41,0.0,late_3mo,86,1000,3228.14,1
PAY-014781,C-4834,2023-02,1922.75,1310.21,late_3mo,3,10000,2021.78,0
PAY-014782,C-2937,2023-05,4576.97,1745.42,late_2mo,61,10000,9651.41,0
PAY-014783,C-0807,2023-08,158.26,8.7,late_2mo,79,5000,6831.65,1
PAY-014784,C-0071,2023-04,4229.56,0.0,late_1mo,89,1000,2860.83,1
PAY-014785,C-0269,2023-09,2853.44,1868.08,late_1mo,59,5000,3248.04,1
PAY-014786,C-1849,2023-02,1933.85,1722.22,late_2mo,45,10000,4395.41,0
PAY-014787,C-0924,2023-10,3387.26,0.0,late_2mo,84,1000,9420.51,1
PAY-014788,C-2126,2023-10,3730.64,2828.59,late_3mo,28,10000,3989.61,0
PAY-014789,C-4256,2023-06,3127.11,1320.6,on_time,23,5000,4763.79,0
PAY-014790,C-0016,2023-02,546.33,194.1,on_time,2,10000,7830.4,0
PAY-014791,C-0225,2023-02,326.81,248.82,late_3mo,30,10000,8164.7,1
PAY-014792,C-0926,2023-09,4558.83,3193.92,late_2mo,59,5000,4114.84,0
PAY-014793,C-1242,2023-11,3471.31,0.0,on_time,86,1000,5396.46,1
PAY-014794,C-2439,2023-05,4284.06,239.42,late_3mo,90,5000,8540.25,1
PAY-014795,C-3685,2023-09,327.07,0.0,late_2mo,90,1000,3884.86,1
PAY-014796,C-4927,2023-10,4026.23,1073.16,late_3mo,57,5000,7192.88,1
PAY-014797,C-2081,2023-04,685.69,156.25,on_time,36,10000,9523.6,0
PAY-014798,C-1007,2023-09,1973.4,1371.13,late_1mo,11,10000,3473.74,0
PAY-014799,C-3193,2023-08,123.43,22.61,late_1mo,80,1000,1526.09,1
PAY-014800,C-0136,2023-05,3700.1,2764.7,on_time,1,5000,1711.04,0
PAY-014801,C-3746,2023-09,2262.05,1355.56,late_2mo,81,5000,6278.74,0
PAY-014802,C-2063,2023-11,4960.87,1706.6,late_3mo,41,5000,4998.31,1
PAY-014803,C-1085,2023-06,902.07,556.14,late_3mo,47,5000,4255.2,0
PAY-014804,C-2362,2023-08,3594.98,0.0,late_2mo,85,1000,5945.02,1
PAY-014805,C-4483,2023-09,2004.49,742.65,late_2mo,56,5000,5997.21,1
PAY-014806,C-4995,2023-01,2701.23,0.0,late_2mo,70,5000,5978.78,1
PAY-014807,C-1229,2023-02,622.2,536.23,late_1mo,17,10000,1488.07,0
PAY-014808,C-4016,2023-02,3289.89,0.0,late_1mo,85,1000,6797.72,1
PAY-014809,C-0927,2023-12,960.98,850.72,on_time,13,10000,3611.99,0
PAY-014810,C-0805,2023-02,4607.64,4020.13,late_2mo,4,10000,1114.86,0
PAY-014811,C-1805,2023-09,3238.56,0.0,late_2mo,90,1000,9205.03,1
PAY-014812,C-2014,2023-01,119.21,12.91,late_1mo,74,1000,1528.98,0
PAY-014813,C-1814,2023-12,1912.9,2119.43,late_3mo,16,10000,248.88,0
PAY-014814,C-4569,2023-12,3929.56,2901.1,late_1mo,24,5000,3929.08,1
PAY-014815,C-4621,2023-06,1961.12,1791.4,late_1mo,15,5000,922.8,0
PAY-014816,C-0340,2023-08,4986.47,5364.12,late_3mo,4,10000,676.74,0
PAY-014817,C-3203,2023-04,4346.92,1191.29,late_3mo,90,5000,7674.87,0
PAY-014818,C-2663,2023-04,2431.3,0.0,late_2mo,90,1000,5973.57,1
PAY-014819,C-2799,2023-09,619.0,11.13,on_time,70,5000,5950.73,1
PAY-014820,C-0070,2023-05,4093.64,1400.0,late_2mo,90,5000,8543.94,1
PAY-014821,C-0175,2023-07,360.99,335.55,on_time,9,10000,186.31,0
PAY-014822,C-1593,2023-11,3902.27,0.0,late_3mo,79,1000,8991.04,1
PAY-014823,C-1327,2023-07,1012.44,0.0,on_time,83,1000,8279.48,1
PAY-014824,C-2279,2023-08,3446.51,1267.69,late_2mo,76,5000,7638.44,0
PAY-014825,C-0880,2023-09,890.25,621.68,late_3mo,19,10000,4715.1,0
PAY-014826,C-0501,2023-07,2380.69,0.0,late_1mo,90,5000,8358.92,1
PAY-014827,C-4993,2023-11,4046.89,4452.97,late_1mo,0,10000,763.3,0
PAY-014828,C-1726,2023-12,4189.38,3180.39,late_1mo,19,10000,6712.43,0
PAY-014829,C-2103,2023-10,3415.77,3355.16,on_time,18,10000,834.53,0
PAY-014830,C-1259,2023-08,4515.73,1598.77,on_time,52,5000,4922.07,1
PAY-014831,C-1097,2023-10,2509.58,1588.87,on_time,71,5000,4143.74,0
PAY-014832,C-3713,2023-03,3619.71,1776.45,late_2mo,27,10000,6837.64,0
PAY-014833,C-2500,2023-12,2495.78,0.0,late_2mo,75,1000,5389.91,1
PAY-014834,C-0523,2023-06,1679.58,0.0,late_1mo,82,1000,4270.31,1
PAY-014835,C-3402,2023-07,2195.14,0.0,on_time,70,5000,8197.99,1
PAY-014836,C-2583,2023-07,731.06,0.0,late_3mo,90,1000,7538.25,1
PAY-014837,C-1947,2023-10,4507.03,1920.22,late_3mo,52,10000,7742.6,0
PAY-014838,C-2467,2023-02,3486.02,0.0,late_1mo,86,1000,9534.14,1
PAY-014839,C-0620,2023-12,2266.5,2080.01,late_2mo,32,10000,2898.91,0
PAY-014840,C-3626,2023-03,1813.22,0.0,late_2mo,90,1000,4078.69,1
PAY-014841,C-4662,2023-01,1087.1,0.0,late_3mo,90,1000,3177.87,1
PAY-014842,C-2928,2023-02,3198.26,1482.16,on_time,47,5000,3300.05,1
PAY-014843,C-2729,2023-12,2236.38,1282.68,late_1mo,29,10000,9834.95,0
PAY-014844,C-2915,2023-07,2218.31,1307.22,late_2mo,15,10000,8655.96,0
PAY-014845,C-1463,2023-08,3933.99,0.0,late_2mo,86,1000,3661.45,1
PAY-014846,C-3151,2023-05,3877.4,2415.0,on_time,73,10000,6387.64,1
PAY-014847,C-4607,2023-02,711.57,659.47,late_3mo,58,10000,5730.28,0
PAY-014848,C-3354,2023-08,438.02,0.0,late_2mo,90,1000,9551.52,1
PAY-014849,C-3060,2023-08,4947.9,0.0,late_3mo,73,1000,1904.91,1
PAY-014850,C-3888,2023-11,3493.35,1758.35,late_1mo,89,5000,6320.25,1
PAY-014851,C-1932,2023-09,242.99,0.0,late_3mo,66,5000,9314.17,1
PAY-014852,C-2034,2023-05,3904.78,2630.6,on_time,0,10000,3825.83,0
PAY-014853,C-2477,2023-08,3967.7,1928.21,on_time,30,5000,2920.41,1
PAY-014854,C-1070,2023-10,1100.27,0.0,late_3mo,90,1000,2353.09,1
PAY-014855,C-4838,2023-07,1695.65,1471.54,late_1mo,0,5000,2321.61,0
PAY-014856,C-0410,2023-02,1310.28,833.21,late_1mo,16,10000,4797.58,0
PAY-014857,C-1766,2023-11,1671.94,0.0,late_2mo,85,5000,9994.85,1
PAY-014858,C-1723,2023-01,1109.54,401.82,late_2mo,55,10000,9517.36,0
PAY-014859,C-0510,2023-06,823.6,212.49,late_1mo,70,1000,1366.4,0
PAY-014860,C-1666,2023-09,1900.94,543.47,on_time,36,10000,9833.78,0
PAY-014861,C-1620,2023-06,207.76,194.39,late_2mo,12,5000,420.26,0
PAY-014862,C-2443,2023-12,1357.43,609.01,late_2mo,32,5000,4553.82,1
PAY-014863,C-2673,2023-02,3341.97,329.88,late_3mo,84,5000,8533.33,1
PAY-014864,C-1427,2023-04,2166.95,1930.11,late_2mo,1,5000,1932.18,0
PAY-014865,C-3359,2023-06,437.14,226.85,late_1mo,45,10000,6052.81,0
PAY-014866,C-0653,2023-09,948.3,0.0,late_3mo,86,1000,6328.07,1
PAY-014867,C-0606,2023-07,2198.58,834.06,late_3mo,47,10000,8410.84,1
PAY-014868,C-0022,2023-08,4121.86,2678.15,late_3mo,44,10000,4979.79,0
PAY-014869,C-2463,2023-05,1642.78,0.0,on_time,82,1000,2576.11,1
PAY-014870,C-3151,2023-03,3434.69,0.0,on_time,90,1000,6463.53,1
PAY-014871,C-4489,2023-08,3119.12,2553.55,late_3mo,33,10000,5190.89,0
