event_id,timestamp,source_ip,dest_ip,protocol,service,duration,src_bytes,dst_bytes,attack_category,is_attack,severity
CYB-0041702,2026-05-29T14:18:53.555119,192.168.7.124,10.0.169.28,udp,ftp,8.836,3765,5813,Normal,0,Low
CYB-0041703,2026-06-29T08:18:53.555119,192.168.80.225,10.0.208.25,udp,ssh,4.984,8012,9956,Normal,0,Low
CYB-0041704,2026-08-08T23:18:53.555119,192.168.181.74,10.0.148.82,tcp,ftp,7.309,6014,8735,Normal,0,Low
CYB-0041705,2026-07-26T14:18:53.555119,192.168.57.101,10.0.51.136,udp,dns,8.191,6960,8284,Normal,0,Low
CYB-0041706,2026-08-14T23:18:53.555119,192.168.179.66,10.0.252.230,tcp,ftp,7.747,6634,8486,Normal,0,Low
CYB-0041707,2026-08-12T19:18:53.555119,192.168.29.92,10.0.79.151,icmp,dns,5.804,2946,8011,Normal,0,Low
CYB-0041708,2026-05-19T16:18:53.555119,192.168.54.153,10.0.108.233,tcp,dns,5.006,909,4575,Normal,0,Low
CYB-0041709,2026-07-24T16:18:53.555119,192.168.35.240,10.0.242.48,tcp,ftp,1.882,1046,8611,Normal,0,Low
CYB-0041710,2026-05-21T01:18:53.555119,192.168.43.246,10.0.160.145,tcp,http,1.746,4915,3296,Normal,0,Low
CYB-0041711,2026-05-20T03:18:53.555119,192.168.229.242,10.0.133.244,tcp,dns,1.177,3866,5455,Normal,0,Low
CYB-0041712,2026-06-27T10:18:53.555119,192.168.218.152,10.0.61.248,icmp,dns,0.291,8086,7212,Normal,0,Low
CYB-0041713,2026-08-14T05:18:53.555119,192.168.6.121,10.0.201.86,tcp,ssh,1.097,9022,4398,Normal,0,Low
CYB-0041714,2026-08-08T04:18:53.555119,192.168.109.92,10.0.105.251,icmp,ssh,6.439,3780,6944,Generic,1,High
CYB-0041715,2026-08-02T20:18:53.555119,192.168.182.83,10.0.59.46,udp,dns,5.003,4303,3569,Normal,0,Low
CYB-0041716,2026-08-17T02:18:53.555119,192.168.195.122,10.0.134.161,udp,dns,8.304,4149,7521,Normal,0,Low
CYB-0041717,2026-06-17T05:18:53.555119,192.168.248.205,10.0.55.147,icmp,dns,0.54,5344,7417,Normal,0,Low
CYB-0041718,2026-08-17T20:18:53.555119,192.168.53.138,10.0.216.54,tcp,ftp,7.124,8527,6540,Normal,0,Low
CYB-0041719,2026-06-03T10:18:53.555119,192.168.78.136,10.0.163.238,icmp,http,0.605,1789,4664,Normal,0,Low
CYB-0041720,2026-07-25T15:18:53.555119,192.168.252.196,10.0.169.179,tcp,dns,3.763,9448,7677,Normal,0,Low
CYB-0041721,2026-08-16T11:18:53.555119,192.168.131.8,10.0.108.237,icmp,ssh,2.954,568,8825,Normal,0,Low
CYB-0041722,2026-06-15T22:18:53.555119,192.168.3.29,10.0.121.176,icmp,ftp,2.555,5255,8346,Normal,0,Low
CYB-0041723,2026-07-31T22:18:53.555119,192.168.174.40,10.0.152.105,tcp,ftp,8.114,2669,3921,Normal,0,Low
CYB-0041724,2026-08-10T11:18:53.555119,192.168.122.83,10.0.146.139,icmp,ssh,7.046,978,7486,Normal,0,Low
CYB-0041725,2026-07-22T22:18:53.555119,192.168.223.248,10.0.43.123,udp,ftp,1.767,8483,6692,Exploits,1,High
CYB-0041726,2026-08-05T20:18:53.555119,192.168.38.57,10.0.137.139,icmp,http,3.673,6059,9977,Exploits,1,High
CYB-0041727,2026-07-25T07:18:53.555119,192.168.246.54,10.0.206.88,udp,ssh,8.794,6163,293,Normal,0,Low
CYB-0041728,2026-08-12T00:18:53.555119,192.168.215.215,10.0.186.22,tcp,ftp,7.403,2667,9892,Normal,0,Low
CYB-0041729,2026-07-30T00:18:53.555119,192.168.231.169,10.0.217.118,udp,ssh,5.597,1742,7315,Normal,0,Low
CYB-0041730,2026-07-25T00:18:53.555119,192.168.162.212,10.0.69.191,tcp,ftp,6.007,3968,4195,Normal,0,Low
CYB-0041731,2026-06-04T09:18:53.555119,192.168.33.162,10.0.31.170,icmp,dns,2.019,6947,7389,DoS,1,High
CYB-0041732,2026-08-19T01:18:53.555119,192.168.51.159,10.0.19.52,tcp,http,3.854,7402,3535,Normal,0,Low
CYB-0041733,2026-05-25T12:18:53.555119,192.168.115.156,10.0.94.154,tcp,ssh,0.388,4167,7294,Normal,0,Low
CYB-0041734,2026-07-07T15:18:53.555119,192.168.168.218,10.0.252.211,icmp,ssh,2.198,7179,7877,Normal,0,Low
CYB-0041735,2026-06-08T23:18:53.555119,192.168.248.8,10.0.77.196,udp,ftp,9.251,2808,9609,Normal,0,Low
CYB-0041736,2026-07-05T06:18:53.555119,192.168.10.124,10.0.245.33,tcp,ssh,5.413,7793,2136,Normal,0,Low
CYB-0041737,2026-06-26T01:18:53.555119,192.168.158.10,10.0.53.215,tcp,http,7.391,9988,4136,Normal,0,Low
CYB-0041738,2026-06-28T09:18:53.555119,192.168.235.35,10.0.92.58,udp,ftp,0.915,4511,8080,Normal,0,Low
CYB-0041739,2026-07-23T11:18:53.555119,192.168.118.14,10.0.218.35,icmp,ftp,1.816,2194,5716,Normal,0,Low
CYB-0041740,2026-07-04T21:18:53.555119,192.168.236.11,10.0.102.226,tcp,ftp,2.823,1951,2792,Normal,0,Low
CYB-0041741,2026-08-21T00:18:53.555119,192.168.123.212,10.0.185.216,udp,ssh,8.301,4413,491,Normal,0,Low
CYB-0041742,2026-07-26T20:18:53.555119,192.168.206.26,10.0.99.39,icmp,http,6.22,9530,5600,Normal,0,Low
CYB-0041743,2026-06-04T05:18:53.555119,192.168.65.181,10.0.252.226,tcp,http,9.211,4619,3710,Normal,0,Low
CYB-0041744,2026-06-18T17:18:53.555119,192.168.62.244,10.0.11.231,tcp,ftp,3.704,9091,7501,Exploits,1,High
CYB-0041745,2026-05-27T22:18:53.555119,192.168.63.161,10.0.111.141,udp,ssh,9.125,5104,5026,Normal,0,Low
CYB-0041746,2026-06-20T12:18:53.555119,192.168.37.54,10.0.44.63,icmp,ftp,0.091,8290,9285,Normal,0,Low
CYB-0041747,2026-08-14T12:18:53.555119,192.168.145.123,10.0.52.118,udp,dns,5.433,8113,1700,Normal,0,Low
CYB-0041748,2026-07-29T05:18:53.555119,192.168.119.251,10.0.45.110,tcp,http,7.682,9457,928,Normal,0,Low
CYB-0041749,2026-05-30T19:18:53.555119,192.168.80.152,10.0.61.128,tcp,ftp,2.48,8953,2373,Normal,0,Low
CYB-0041750,2026-07-02T16:18:53.555119,192.168.18.228,10.0.4.4,tcp,ssh,2.606,2896,9580,Normal,0,Low
CYB-0041751,2026-07-08T07:18:53.555119,192.168.52.119,10.0.171.211,tcp,ssh,9.458,6571,942,Normal,0,Low
CYB-0041752,2026-05-21T13:18:53.555119,192.168.59.46,10.0.73.106,udp,ssh,9.508,973,3270,Normal,0,Low
CYB-0041753,2026-08-21T07:18:53.555119,192.168.130.178,10.0.240.9,icmp,ftp,1.437,7539,777,Normal,0,Low
CYB-0041754,2026-05-23T14:18:53.555119,192.168.137.52,10.0.230.207,udp,http,2.815,9038,4088,Normal,0,Low
CYB-0041755,2026-06-03T13:18:53.555119,192.168.248.74,10.0.44.239,udp,ftp,8.53,7197,4666,Normal,0,Low
CYB-0041756,2026-08-04T14:18:53.555119,192.168.77.94,10.0.153.148,udp,ftp,9.1,2669,9756,Normal,0,Low
CYB-0041757,2026-05-17T19:18:53.555119,192.168.27.45,10.0.1.193,tcp,http,5.992,5048,2660,Normal,0,Low
CYB-0041758,2026-05-17T12:18:53.555119,192.168.229.232,10.0.0.211,tcp,dns,3.407,1474,6397,Normal,0,Low
CYB-0041759,2026-06-29T00:18:53.555119,192.168.123.111,10.0.218.236,udp,ftp,5.003,7438,7240,DoS,1,High
CYB-0041760,2026-07-26T16:18:53.555119,192.168.154.136,10.0.7.74,icmp,ftp,0.335,2992,3321,Normal,0,Low
CYB-0041761,2026-08-06T19:18:53.555119,192.168.25.63,10.0.37.110,tcp,ssh,3.256,7665,1773,Exploits,1,High
CYB-0041762,2026-07-18T16:18:53.555119,192.168.143.250,10.0.65.167,udp,dns,6.751,2095,1396,Generic,1,High
CYB-0041763,2026-07-25T21:18:53.555119,192.168.17.72,10.0.94.182,tcp,http,7.287,6228,587,Normal,0,Low
CYB-0041764,2026-06-17T03:18:53.555119,192.168.47.118,10.0.47.53,icmp,ssh,0.249,2747,5648,Normal,0,Low
CYB-0041765,2026-08-16T14:18:53.555119,192.168.128.76,10.0.196.101,tcp,dns,2.8,9932,3992,Normal,0,Low
CYB-0041766,2026-08-12T07:18:53.555119,192.168.62.245,10.0.137.14,udp,ssh,7.693,2301,4338,Normal,0,Low
CYB-0041767,2026-07-07T02:18:53.555119,192.168.57.12,10.0.248.26,tcp,ssh,1.823,2550,1893,Normal,0,Low
CYB-0041768,2026-07-24T06:18:53.555119,192.168.240.121,10.0.171.52,tcp,ftp,0.442,5821,3704,Normal,0,Low
CYB-0041769,2026-08-19T14:18:53.555119,192.168.242.216,10.0.149.116,tcp,ssh,1.724,7676,2193,Normal,0,Low
CYB-0041770,2026-07-15T18:18:53.555119,192.168.130.139,10.0.75.244,tcp,dns,5.633,8565,2196,Normal,0,Low
CYB-0041771,2026-06-29T10:18:53.555119,192.168.113.239,10.0.182.61,tcp,http,5.688,1562,8433,Normal,0,Low
CYB-0041772,2026-08-22T08:18:53.555119,192.168.105.81,10.0.44.157,icmp,ssh,2.855,4945,7725,Normal,0,Low
CYB-0041773,2026-07-01T19:18:53.555119,192.168.80.158,10.0.180.52,udp,ssh,8.691,2791,4397,Normal,0,Low
CYB-0041774,2026-08-13T19:18:53.555119,192.168.126.221,10.0.146.176,icmp,dns,2.005,7055,2530,Normal,0,Low
CYB-0041775,2026-08-07T13:18:53.555119,192.168.227.174,10.0.160.145,icmp,ssh,3.272,5162,5294,Normal,0,Low
CYB-0041776,2026-05-30T02:18:53.555119,192.168.26.149,10.0.71.191,udp,ftp,0.621,4278,9455,Normal,0,Low
CYB-0041777,2026-06-02T11:18:53.555119,192.168.27.197,10.0.149.143,udp,http,1.614,3924,7943,Normal,0,Low
CYB-0041778,2026-05-17T05:18:53.555119,192.168.160.51,10.0.148.185,icmp,dns,1.424,9778,4176,Normal,0,Low
CYB-0041779,2026-08-02T08:18:53.555119,192.168.204.108,10.0.153.46,tcp,dns,5.657,4030,3572,Normal,0,Low
CYB-0041780,2026-05-29T13:18:53.555119,192.168.96.229,10.0.70.180,udp,http,3.217,7891,7518,Normal,0,Low
CYB-0041781,2026-08-12T00:18:53.555119,192.168.231.70,10.0.146.60,icmp,ssh,5.826,3646,8109,Normal,0,Low
CYB-0041782,2026-06-09T22:18:53.555119,192.168.13.97,10.0.81.140,icmp,ftp,7.496,3193,862,Normal,0,Low
CYB-0041783,2026-06-14T01:18:53.555119,192.168.169.119,10.0.18.168,udp,http,2.327,4941,3986,Normal,0,Low
CYB-0041784,2026-07-05T22:18:53.555119,192.168.158.181,10.0.0.150,udp,dns,0.568,5862,1100,Normal,0,Low
CYB-0041785,2026-07-31T19:18:53.555119,192.168.136.122,10.0.7.234,udp,ftp,8.863,7795,2735,Normal,0,Low
CYB-0041786,2026-07-27T04:18:53.555119,192.168.157.141,10.0.110.203,icmp,ssh,4.117,7219,6712,Normal,0,Low
CYB-0041787,2026-07-26T17:18:53.555119,192.168.79.139,10.0.94.229,icmp,http,5.091,3165,4381,DoS,1,High
CYB-0041788,2026-05-29T13:18:53.555119,192.168.175.5,10.0.140.14,udp,ftp,8.056,627,756,Normal,0,Low
CYB-0041789,2026-06-13T21:18:53.555119,192.168.218.250,10.0.225.74,tcp,ftp,1.715,1773,1509,Normal,0,Low
CYB-0041790,2026-06-19T21:18:53.555119,192.168.251.75,10.0.7.134,udp,http,1.445,6943,7177,Normal,0,Low
CYB-0041791,2026-08-17T19:18:53.555119,192.168.148.67,10.0.175.134,udp,ssh,3.029,7374,4651,Normal,0,Low
CYB-0041792,2026-05-29T08:18:53.555119,192.168.210.210,10.0.175.1,icmp,dns,0.791,1388,3608,Generic,1,High
CYB-0041793,2026-07-04T20:18:53.555119,192.168.215.37,10.0.90.28,udp,ssh,5.255,6675,7141,Normal,0,Low
CYB-0041794,2026-08-08T14:18:53.555119,192.168.219.64,10.0.46.204,tcp,ssh,7.713,5272,6443,Exploits,1,High
CYB-0041795,2026-07-22T07:18:53.555119,192.168.37.113,10.0.211.120,icmp,http,3.625,6998,4381,Normal,0,Low
CYB-0041796,2026-06-03T23:18:53.555119,192.168.37.226,10.0.155.94,udp,ssh,3.219,5954,9042,Normal,0,Low
CYB-0041797,2026-07-04T06:18:53.555119,192.168.48.207,10.0.207.27,icmp,http,0.436,9224,759,Normal,0,Low
CYB-0041798,2026-06-23T02:18:53.555119,192.168.42.3,10.0.65.31,icmp,http,9.539,3643,5942,Normal,0,Low
CYB-0041799,2026-06-02T18:18:53.555119,192.168.131.27,10.0.103.186,icmp,http,0.468,6224,6673,Normal,0,Low
CYB-0041800,2026-06-17T12:18:53.555119,192.168.72.246,10.0.29.29,udp,ssh,1.887,7981,2381,Exploits,1,High
CYB-0041801,2026-07-02T05:18:53.555119,192.168.196.32,10.0.226.69,udp,http,1.86,1354,4140,Normal,0,Low
CYB-0041802,2026-05-21T15:18:53.555119,192.168.4.248,10.0.12.165,icmp,ssh,5.442,1291,8752,Normal,0,Low
CYB-0041803,2026-05-31T08:18:53.555119,192.168.8.1,10.0.162.229,icmp,dns,1.69,5060,4984,Normal,0,Low
CYB-0041804,2026-07-11T04:18:53.555119,192.168.61.142,10.0.50.58,icmp,dns,6.983,3674,5851,Normal,0,Low
CYB-0041805,2026-07-19T12:18:53.555119,192.168.138.199,10.0.15.185,icmp,ssh,4.624,4618,8314,Generic,1,High
CYB-0041806,2026-05-26T20:18:53.555119,192.168.168.254,10.0.114.167,icmp,ssh,8.37,504,6026,Normal,0,Low
CYB-0041807,2026-06-27T18:18:53.555119,192.168.169.162,10.0.217.64,icmp,ftp,9.796,6498,6332,Normal,0,Low
CYB-0041808,2026-06-20T15:18:53.555119,192.168.152.70,10.0.163.224,icmp,ftp,1.108,461,6412,Normal,0,Low
CYB-0041809,2026-08-03T19:18:53.555119,192.168.117.214,10.0.121.193,tcp,dns,7.913,5329,4801,Normal,0,Low
CYB-0041810,2026-07-18T08:18:53.555119,192.168.59.138,10.0.158.122,udp,ftp,7.115,2585,2712,Normal,0,Low
CYB-0041811,2026-07-30T16:18:53.555119,192.168.24.97,10.0.175.129,udp,dns,7.852,6758,3948,DoS,1,High
CYB-0041812,2026-05-23T13:18:53.555119,192.168.200.124,10.0.203.210,udp,dns,9.429,5092,6011,Normal,0,Low
CYB-0041813,2026-07-04T08:18:53.555119,192.168.211.135,10.0.153.237,udp,ssh,5.574,1897,8409,Normal,0,Low
CYB-0041814,2026-07-18T10:18:53.555119,192.168.49.111,10.0.184.10,tcp,http,0.627,6806,9728,Normal,0,Low
CYB-0041815,2026-06-24T20:18:53.555119,192.168.231.25,10.0.41.197,udp,dns,9.977,7563,8664,Generic,1,High
CYB-0041816,2026-07-20T17:18:53.555119,192.168.106.146,10.0.38.177,udp,http,2.1,1005,6422,Normal,0,Low
CYB-0041817,2026-07-28T13:18:53.555119,192.168.86.247,10.0.238.11,udp,ftp,4.952,3009,8845,Normal,0,Low
CYB-0041818,2026-07-27T15:18:53.555119,192.168.125.76,10.0.6.115,icmp,http,6.049,2264,9288,Normal,0,Low
CYB-0041819,2026-06-15T10:18:53.555119,192.168.186.244,10.0.205.225,icmp,http,4.837,6685,842,Normal,0,Low
CYB-0041820,2026-06-16T18:18:53.555119,192.168.233.65,10.0.136.121,tcp,ssh,5.195,8851,5420,Normal,0,Low
CYB-0041821,2026-06-29T03:18:53.555119,192.168.244.248,10.0.108.167,icmp,dns,0.297,7504,7863,Exploits,1,High
CYB-0041822,2026-06-15T03:18:53.555119,192.168.32.157,10.0.162.117,icmp,dns,4.712,6947,7650,Fuzzers,1,High
CYB-0041823,2026-05-29T22:18:53.555119,192.168.0.118,10.0.77.12,icmp,http,3.731,636,8100,Normal,0,Low
CYB-0041824,2026-06-19T10:18:53.555119,192.168.174.25,10.0.242.6,icmp,http,5.816,5810,2713,Normal,0,Low
CYB-0041825,2026-07-16T08:18:53.555119,192.168.48.43,10.0.89.74,icmp,ftp,2.0,5307,264,Generic,1,High
CYB-0041826,2026-05-18T01:18:53.555119,192.168.150.78,10.0.115.152,icmp,dns,8.431,769,8395,Normal,0,Low
CYB-0041827,2026-08-13T08:18:53.555119,192.168.107.197,10.0.36.43,udp,ftp,7.646,2149,2615,Normal,0,Low
CYB-0041828,2026-07-23T11:18:53.555119,192.168.243.36,10.0.87.78,udp,ssh,1.94,4237,2938,Normal,0,Low
CYB-0041829,2026-06-12T12:18:53.555119,192.168.205.32,10.0.54.9,tcp,http,2.585,7063,3921,Normal,0,Low
CYB-0041830,2026-05-24T12:18:53.555119,192.168.62.227,10.0.97.209,udp,ssh,9.204,8660,4387,Normal,0,Low
CYB-0041831,2026-05-27T06:18:53.555119,192.168.245.78,10.0.186.120,udp,ssh,8.292,2153,4028,Fuzzers,1,High
CYB-0041832,2026-07-03T11:18:53.555119,192.168.122.33,10.0.7.102,tcp,ftp,2.138,3525,514,Exploits,1,High
CYB-0041833,2026-05-18T13:18:53.555119,192.168.129.109,10.0.97.48,udp,dns,1.939,3885,6242,Normal,0,Low
CYB-0041834,2026-06-22T12:18:53.555119,192.168.229.10,10.0.126.44,tcp,ftp,2.607,8209,6616,Normal,0,Low
CYB-0041835,2026-05-21T10:18:53.555119,192.168.187.77,10.0.231.10,udp,ftp,2.0,6159,1630,Normal,0,Low
CYB-0041836,2026-08-02T20:18:53.555119,192.168.121.190,10.0.222.195,udp,ftp,6.293,2792,8272,Normal,0,Low
CYB-0041837,2026-08-15T00:18:53.555119,192.168.220.116,10.0.56.71,udp,http,6.101,9160,2713,Normal,0,Low
CYB-0041838,2026-05-24T14:18:53.555119,192.168.193.125,10.0.39.222,icmp,http,6.236,123,3903,Normal,0,Low
CYB-0041839,2026-08-08T21:18:53.555119,192.168.169.3,10.0.148.219,icmp,dns,0.02,5687,363,Normal,0,Low
CYB-0041840,2026-07-02T02:18:53.555119,192.168.207.50,10.0.200.127,udp,http,3.451,3184,9142,Normal,0,Low
CYB-0041841,2026-05-16T18:18:53.555119,192.168.162.188,10.0.93.32,tcp,ftp,8.997,5907,4476,DoS,1,High
CYB-0041842,2026-06-27T15:18:53.555119,192.168.172.35,10.0.129.217,udp,dns,9.88,4392,7255,Normal,0,Low
CYB-0041843,2026-08-06T04:18:53.555119,192.168.67.77,10.0.87.26,tcp,dns,5.055,2140,4537,Normal,0,Low
CYB-0041844,2026-05-23T14:18:53.555119,192.168.122.237,10.0.53.250,tcp,ssh,5.737,1409,5652,Normal,0,Low
CYB-0041845,2026-05-27T15:18:53.555119,192.168.185.101,10.0.68.140,tcp,ftp,0.388,8812,6432,Normal,0,Low
CYB-0041846,2026-07-13T05:18:53.555119,192.168.104.170,10.0.169.251,udp,http,1.146,7419,3030,Normal,0,Low
CYB-0041847,2026-05-26T23:18:53.555119,192.168.105.88,10.0.191.8,tcp,ftp,0.942,5744,4343,Normal,0,Low
CYB-0041848,2026-06-13T21:18:53.555119,192.168.206.100,10.0.186.21,icmp,dns,4.669,3616,2316,DoS,1,High
CYB-0041849,2026-05-19T14:18:53.555119,192.168.142.125,10.0.253.0,udp,dns,1.981,6744,322,Normal,0,Low
CYB-0041850,2026-06-07T22:18:53.555119,192.168.69.187,10.0.223.190,icmp,ftp,2.805,2491,4708,Exploits,1,High
CYB-0041851,2026-06-06T03:18:53.555119,192.168.30.170,10.0.168.80,tcp,dns,8.958,9283,8087,Fuzzers,1,High
CYB-0041852,2026-05-24T18:18:53.555119,192.168.78.165,10.0.107.25,udp,ssh,2.64,7850,4122,Normal,0,Low
CYB-0041853,2026-05-18T21:18:53.555119,192.168.36.143,10.0.4.222,icmp,ftp,9.196,8867,657,Normal,0,Low
CYB-0041854,2026-06-03T14:18:53.555119,192.168.54.253,10.0.191.168,tcp,ssh,7.659,381,9387,Normal,0,Low
CYB-0041855,2026-08-10T02:18:53.555119,192.168.183.148,10.0.78.95,icmp,http,4.788,4794,6312,Normal,0,Low
CYB-0041856,2026-05-31T00:18:53.555119,192.168.236.224,10.0.123.81,udp,ftp,2.702,9307,9537,Normal,0,Low
CYB-0041857,2026-07-17T08:18:53.555119,192.168.43.92,10.0.123.30,icmp,ssh,7.484,5206,6924,Generic,1,High
CYB-0041858,2026-05-16T04:18:53.555119,192.168.210.235,10.0.144.204,udp,ssh,0.029,7526,4897,Normal,0,Low
CYB-0041859,2026-05-15T09:18:53.555119,192.168.81.92,10.0.76.98,udp,http,2.506,8226,9084,Normal,0,Low
CYB-0041860,2026-06-17T11:18:53.555119,192.168.22.241,10.0.108.241,tcp,http,3.857,3936,9664,Normal,0,Low
CYB-0041861,2026-07-24T22:18:53.555119,192.168.41.216,10.0.192.43,tcp,dns,6.526,7160,6804,Normal,0,Low
CYB-0041862,2026-08-05T14:18:53.555119,192.168.102.163,10.0.205.84,icmp,ssh,0.592,2279,4888,Normal,0,Low
CYB-0041863,2026-07-24T17:18:53.555119,192.168.163.129,10.0.89.124,udp,dns,7.767,1436,408,Normal,0,Low
CYB-0041864,2026-07-30T16:18:53.555119,192.168.27.37,10.0.89.197,udp,ftp,1.11,5806,2493,Normal,0,Low
CYB-0041865,2026-07-31T01:18:53.555119,192.168.245.136,10.0.203.40,tcp,ssh,3.278,5633,3206,Normal,0,Low
CYB-0041866,2026-08-02T01:18:53.555119,192.168.32.132,10.0.42.27,udp,ssh,9.392,1712,7094,Normal,0,Low
CYB-0041867,2026-07-06T07:18:53.555119,192.168.185.29,10.0.118.238,tcp,ssh,8.329,1234,6068,Normal,0,Low
CYB-0041868,2026-06-03T23:18:53.555119,192.168.108.88,10.0.193.243,udp,ssh,6.513,653,2712,Normal,0,Low
CYB-0041869,2026-05-22T07:18:53.555119,192.168.131.64,10.0.186.5,tcp,http,4.499,1567,3919,Normal,0,Low
CYB-0041870,2026-08-16T10:18:53.555119,192.168.209.22,10.0.89.157,icmp,ssh,9.73,2828,2358,Normal,0,Low
CYB-0041871,2026-06-21T23:18:53.555119,192.168.29.3,10.0.117.93,tcp,dns,9.432,7622,8986,Normal,0,Low
CYB-0041872,2026-06-10T20:18:53.555119,192.168.233.182,10.0.55.153,icmp,dns,5.972,9787,2179,Normal,0,Low
CYB-0041873,2026-06-24T00:18:53.555119,192.168.31.174,10.0.63.189,tcp,dns,3.684,504,1121,Normal,0,Low
CYB-0041874,2026-06-05T06:18:53.555119,192.168.70.190,10.0.99.98,icmp,dns,4.542,6283,9272,Normal,0,Low
CYB-0041875,2026-06-11T11:18:53.555119,192.168.107.39,10.0.181.104,udp,ssh,3.392,9892,9319,Normal,0,Low
CYB-0041876,2026-07-18T20:18:53.555119,192.168.188.170,10.0.90.178,tcp,http,3.643,8826,4486,Normal,0,Low
CYB-0041877,2026-05-25T20:18:53.555119,192.168.191.218,10.0.13.147,icmp,ftp,6.528,7932,4002,Normal,0,Low
CYB-0041878,2026-05-25T02:18:53.555119,192.168.213.0,10.0.134.100,udp,ftp,1.316,3641,8248,Normal,0,Low
CYB-0041879,2026-06-14T11:18:53.555119,192.168.76.168,10.0.55.215,tcp,ssh,0.205,566,1670,Normal,0,Low
CYB-0041880,2026-06-04T03:18:53.555119,192.168.220.29,10.0.99.127,tcp,ssh,8.705,244,7285,Normal,0,Low
CYB-0041881,2026-06-13T18:18:53.555119,192.168.208.98,10.0.247.209,udp,dns,4.493,8009,4977,Normal,0,Low
CYB-0041882,2026-06-06T13:18:53.555119,192.168.30.240,10.0.78.82,icmp,dns,9.197,8047,5727,Normal,0,Low
CYB-0041883,2026-06-15T19:18:53.555119,192.168.144.166,10.0.235.84,icmp,ftp,9.533,1886,1065,Normal,0,Low
CYB-0041884,2026-08-22T02:18:53.555119,192.168.130.187,10.0.88.122,icmp,http,8.362,4485,4845,Normal,0,Low
CYB-0041885,2026-08-02T07:18:53.555119,192.168.182.149,10.0.74.249,icmp,ftp,9.076,9596,7184,Generic,1,High
CYB-0041886,2026-06-15T15:18:53.555119,192.168.56.61,10.0.176.58,udp,dns,5.749,6742,9605,Normal,0,Low
CYB-0041887,2026-07-16T23:18:53.555119,192.168.188.246,10.0.87.170,icmp,ftp,0.027,9275,5745,Normal,0,Low
CYB-0041888,2026-05-29T03:18:53.555119,192.168.73.182,10.0.118.24,udp,dns,9.552,4976,2666,Normal,0,Low
CYB-0041889,2026-07-09T13:18:53.555119,192.168.166.12,10.0.160.156,udp,http,2.846,7659,8133,Normal,0,Low
CYB-0041890,2026-07-07T01:18:53.555119,192.168.50.218,10.0.25.191,tcp,ssh,1.788,768,2358,Normal,0,Low
CYB-0041891,2026-07-21T17:18:53.555119,192.168.164.51,10.0.81.33,udp,ssh,7.392,4720,3461,Generic,1,High
CYB-0041892,2026-08-22T01:18:53.555119,192.168.132.126,10.0.64.50,tcp,http,4.276,1170,1314,Normal,0,Low
CYB-0041893,2026-06-25T23:18:53.555119,192.168.44.247,10.0.253.63,udp,ssh,1.651,6946,1506,Normal,0,Low
CYB-0041894,2026-07-12T07:18:53.555119,192.168.82.66,10.0.208.91,udp,dns,8.116,4117,2684,Normal,0,Low
CYB-0041895,2026-05-16T16:18:53.555119,192.168.89.40,10.0.249.141,udp,dns,4.949,9601,6924,Normal,0,Low
CYB-0041896,2026-08-01T00:18:53.555119,192.168.243.104,10.0.209.19,udp,http,1.165,8161,2851,Normal,0,Low
CYB-0041897,2026-07-06T18:18:53.555119,192.168.9.57,10.0.184.70,udp,dns,3.647,3627,855,Normal,0,Low
CYB-0041898,2026-07-06T06:18:53.555119,192.168.23.77,10.0.43.82,icmp,ftp,7.801,8626,5954,Normal,0,Low
CYB-0041899,2026-08-05T11:18:53.555119,192.168.36.132,10.0.44.112,tcp,ssh,3.278,8964,7440,Generic,1,High
CYB-0041900,2026-06-23T05:18:53.555119,192.168.76.132,10.0.107.139,udp,dns,3.035,8488,4756,Normal,0,Low
CYB-0041901,2026-07-28T21:18:53.555119,192.168.83.234,10.0.189.68,udp,dns,8.597,1933,3202,Normal,0,Low
CYB-0041902,2026-08-12T03:18:53.555119,192.168.87.63,10.0.203.15,tcp,http,5.725,4375,2521,Normal,0,Low
CYB-0041903,2026-07-27T00:18:53.555119,192.168.151.18,10.0.97.184,tcp,dns,7.672,2372,1241,Normal,0,Low
CYB-0041904,2026-05-25T00:18:53.555119,192.168.70.24,10.0.198.174,udp,http,8.537,7529,6649,Normal,0,Low
CYB-0041905,2026-07-21T22:18:53.555119,192.168.38.243,10.0.107.197,udp,http,2.616,2241,2005,Normal,0,Low
CYB-0041906,2026-07-24T06:18:53.555119,192.168.41.225,10.0.249.135,tcp,ftp,9.149,2727,6610,Exploits,1,High
CYB-0041907,2026-06-07T06:18:53.555119,192.168.187.114,10.0.216.247,tcp,ftp,4.675,6333,5787,Normal,0,Low
CYB-0041908,2026-07-02T10:18:53.555119,192.168.211.134,10.0.23.69,icmp,ftp,2.987,7057,4754,Normal,0,Low
CYB-0041909,2026-06-17T00:18:53.555119,192.168.252.128,10.0.176.220,udp,http,4.414,689,960,Normal,0,Low
CYB-0041910,2026-06-23T15:18:53.555119,192.168.104.146,10.0.108.68,udp,http,7.445,4925,6863,Normal,0,Low
CYB-0041911,2026-05-23T14:18:53.555119,192.168.5.216,10.0.37.19,tcp,ssh,6.284,2043,8500,Exploits,1,High
CYB-0041912,2026-07-19T18:18:53.555119,192.168.233.65,10.0.221.78,icmp,ssh,0.515,2745,184,Normal,0,Low
CYB-0041913,2026-08-08T19:18:53.555119,192.168.31.12,10.0.250.179,icmp,dns,5.165,9103,6895,Normal,0,Low
